Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand,Model,Price_Per_Kilometer,Kilometers_Driven_log,Price_log
Maruti Alto K10 VXI,Mumbai,2016,13198,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.15,9,Maruti,AltoK10,0.00023867252614032428,9.487820581943367,1.1474024528375417
Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,52.5,10,Audi,Q735,0.0025,9.95227771670556,3.960813169597578
Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95,9,Hyundai,i20Sportz,0.00015657894736842106,10.545341438708522,1.7833912195575383
Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,6.97,6,Tata,TiagoAMT,0.0004532154236296248,9.640758221439924,1.9416152247724325
Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.2,14,Hyundai,i10Sportz,5.333333333333333e-05,11.002099841204238,1.1631508098056809
Hyundai Santro Xing XP,Pune,2007,70000,Petrol,Manual,First,0.0,1086.0,,5.0,1.12,18,Hyundai,SantroXing,1.6000000000000003e-05,11.156250521031495,0.11332868530700327
Renault Duster 85PS Diesel RxL Optional,Bangalore,2013,75371,Diesel,Manual,First,20.46,1461.0,83.8,5.0,6.69,12,Renault,Duster85PS,8.876092926987834e-05,11.230177864627965,1.900613874140137
Tata Xenon XT EX 4X4,Bangalore,2014,60000,Diesel,Manual,Second,13.49,2179.0,138.03,5.0,5.9,11,Tata,XenonXT,9.833333333333334e-05,11.002099841204238,1.7749523509116738
Hyundai i20 Magna,Kolkata,2009,30675,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.25,16,Hyundai,i20Magna,7.334963325183375e-05,10.331203269579111,0.8109302162163288
Maruti Swift Dzire VDI,Kolkata,2013,22000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.5,12,Maruti,SwiftDzire,0.00020454545454545454,9.998797732340453,1.5040773967762742
Hyundai EON Magna,Pune,2015,55000,Petrol,Manual,First,22.0,814.0,55.0,5.0,2.61,10,Hyundai,EONMagna,4.745454545454545e-05,10.915088464214607,0.959350221334602
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2010,74213,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.5,15,Mercedes-Benz,NewC-Class,0.0001549593736946357,11.214694615965701,2.4423470353692043
Mini Cooper Convertible S,Mumbai,2016,15000,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.0,9,Mini Cooper,CooperConvertible,0.0023333333333333335,9.615805480084347,3.5553480614894135
Tata Nano Cx,Jaipur,2010,57000,Petrol,Manual,First,26.0,624.0,35.0,4.0,0.5,15,Tata,NanoCx,8.771929824561403e-06,10.950806546816688,-0.6931471805599453
Maruti Ciaz ZDi Plus,Kolkata,2015,62144,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,5.75,10,Maruti,CiazZDi,9.252703398558188e-05,11.037209551650998,1.749199854809259
Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,Diesel,Manual,First,22.0,1582.0,126.2,5.0,11.5,8,Hyundai,VernaCRDi,0.00023,10.819778284410283,2.4423470353692043
Hyundai EON Era Plus,Jaipur,2015,38000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.75,10,Hyundai,EONEra,7.236842105263159e-05,10.545341438708522,1.0116009116784799
BMW 5 Series 2013-2017 520d Luxury Line,Chennai,2016,30000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,31.5,9,BMW,5Series,0.00105,10.308952660644293,3.449987545831587
Honda Brio S MT,Kochi,2016,38735,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.92,9,Honda,BrioS,0.00012701690977152445,10.564498863066003,1.5933085305042167
Maruti Ritz VDi,Pune,2012,23598,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.52,13,Maruti,RitzVDi,0.0001491651834901263,10.068917241659864,1.2584609896100056
BMW 3 Series 320d Prestige,Chennai,2014,70000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,17.55,11,BMW,3Series,0.0002507142857142857,11.156250521031495,2.865053949911875
Maruti Swift Dzire LDI,Pune,2016,39000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.8,9,Maruti,SwiftDzire,0.00014871794871794872,10.571316925111784,1.7578579175523736
Maruti Swift Dzire VDI,Hyderabad,2013,84175,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6.95,12,Maruti,SwiftDzire,8.256608256608257e-05,11.340653244029275,1.9387416595767009
Renault Scala RxL,Kolkata,2013,45000,Petrol,Manual,First,16.95,1498.0,97.6,5.0,2.4,12,Renault,ScalaRxL,5.333333333333333e-05,10.714417768752456,0.8754687373538999
Chevrolet Cruze LTZ AT,Mumbai,2013,59302,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,5.25,12,Chevrolet,CruzeLTZ,8.852989781120367e-05,10.990398311229896,1.6582280766035324
Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25,13,Maruti,SwiftDzire,7.7269917457547e-05,10.91512482718983,1.4469189829363254
Tata Indigo CS LX (TDI) BS III,Jaipur,2008,128813,Diesel,Manual,First,19.09,1396.0,69.0,5.0,1.5,17,Tata,IndigoCS,1.1644787404997943e-05,11.76611701923615,0.4054651081081644
Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.5,9,Hyundai,Grandi10,9.672842956020807e-05,10.747680597969852,1.5040773967762742
Tata Indica Vista Quadrajet LS,Pune,2014,180000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5,11,Tata,IndicaVista,1.388888888888889e-05,12.100712129872347,0.9162907318741551
Ford Fiesta 1.4 TDCi EXI,Chennai,2006,89326,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,1.55,19,Ford,Fiesta1.4,1.7352170700579898e-05,11.400047877903113,0.4382549309311553
Renault Duster 85PS Diesel RxE,Pune,2016,54000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,6.5,9,Renault,Duster85PS,0.00012037037037037037,10.896739325546411,1.8718021769015913
BMW 5 Series 520d Sedan,Pune,2012,95000,Diesel,Automatic,Second,18.48,1197.0,74.0,5.0,18.0,13,BMW,5Series,0.00018947368421052632,11.461632170582678,2.8903717578961645
Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.96,10,Hyundai,Grandi10,7.476973634623212e-05,11.102503089892746,1.601405740736836
Honda Brio S MT,Bangalore,2012,60000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,13,Honda,BrioS,5.4166666666666664e-05,11.002099841204238,1.1786549963416462
Audi A4 1.8 TFSI,Kolkata,2010,38001,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,8.5,15,Audi,A41.8,0.00022367832425462488,10.545367754151743,2.1400661634962708
Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,Petrol,Manual,Second,24.7,796.0,47.3,5.0,2.75,11,Maruti,Alto800,3.767123287671233e-05,11.198214720130528,1.0116009116784799
Hyundai Verna Transform SX VTVT,Bangalore,2011,61000,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,3.4,14,Hyundai,VernaTransform,5.5737704918032785e-05,11.018629143155449,1.2237754316221157
Maruti Ertiga ZDI,Hyderabad,2013,120000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0,12,Maruti,ErtigaZDI,5.833333333333333e-05,11.695247021764184,1.9459101490553132
Chevrolet Optra Magnum 1.6 LT ABS BS3,Kochi,2012,71787,Petrol,Manual,First,12.9,1598.0,102.5,5.0,3.21,13,Chevrolet,OptraMagnum,4.471561703372477e-05,11.181458680147426,1.1662709371419244
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2016,11554,Diesel,Manual,First,19.67,1582.0,126.2,5.0,14.25,9,Hyundai,Creta1.6,0.0012333391033408343,9.354786976341211,2.6567569067146595
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,90000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,6.5,11,Volkswagen,Vento1.5,7.222222222222222e-05,11.407564949312402,1.8718021769015913
Honda City i VTEC SV,Kolkata,2014,48104,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.49,11,Honda,Cityi,0.00011412772326625644,10.781120612719405,1.7029282555214393
Hyundai Getz GLS ABS,Pune,2005,91000,Petrol,Manual,Third,16.8,1341.0,83.0,5.0,0.8,20,Hyundai,GetzGLS,8.791208791208792e-06,11.418614785498987,-0.2231435513142097
Hyundai Santro Xing XG eRLX Euro III,Kochi,2007,58815,Petrol,Manual,First,17.0,1086.0,,5.0,1.99,18,Hyundai,SantroXing,3.38349060613789e-05,10.982152203394541,0.688134638736401
Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,Petrol,Automatic,Second,18.9,1197.0,82.0,5.0,5.91,10,Hyundai,Grandi10,0.0001741770062774454,10.432084329787237,1.776645831418007
Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,13916,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.44,6,Hyundai,Grandi10,0.0004627766599597586,9.540794536271832,1.8625285401162623
Maruti Wagon R LXI CNG,Pune,2012,90400,CNG,Manual,First,26.2,998.0,58.2,5.0,2.9,13,Maruti,WagonR,3.2079646017699115e-05,11.411999546380267,1.0647107369924282
Hyundai Grand i10 Sportz,Jaipur,2015,14000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.6,10,Hyundai,Grandi10,0.00032857142857142856,9.546812608597396,1.5260563034950492
Maruti Swift VDI BSIV,Pune,2007,121000,Diesel,Manual,Second,17.8,1248.0,,5.0,2.35,18,Maruti,SwiftVDI,1.9421487603305784e-05,11.703545824578878,0.8544153281560676
Hyundai i20 Asta 1.2,Coimbatore,2016,17560,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.21,9,Hyundai,i20Asta,0.0004105922551252847,9.773378867189107,1.9754689512968577
Renault Duster 85PS Diesel RxL,Pune,2016,60000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,8.0,9,Renault,Duster85PS,0.00013333333333333334,11.002099841204238,2.0794415416798357
Maruti Swift Dzire VDi,Hyderabad,2009,88096,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,3.5,16,Maruti,SwiftDzire,3.9729386124228117e-05,11.386182407942334,1.252762968495368
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2008,178280,Diesel,Manual,First,12.8,2494.0,102.0,8.0,5.9,17,Toyota,Innova2.5,3.309400942337896e-05,12.091110627060493,1.7749523509116738
Tata Nano Twist XT,Coimbatore,2015,19963,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.74,10,Tata,NanoTwist,8.716124830937233e-05,9.901635839172654,0.5538851132264376
Ford Figo 2015-2019 1.2P Sports Edition MT,Mumbai,2019,1000,Petrol,Manual,First,18.12,1196.0,86.8,5.0,6.8,6,Ford,Figo2015-2019,0.0068,6.907755278982137,1.916922612182061
Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.5,8,Hyundai,i201.2,0.0009375,8.987196820661973,2.0149030205422647
Honda BRV i-VTEC V MT,Pune,2016,9200,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.0,9,Honda,BRVi-VTEC,0.0008695652173913044,9.126958763037132,2.0794415416798357
Honda Amaze S Diesel,Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,5.99,10,Honda,AmazeS,0.00020655172413793104,10.275051108968611,1.7900914121273581
Hyundai Creta 1.6 CRDi SX,Mumbai,2017,27000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.9,8,Hyundai,Creta1.6,0.0004777777777777778,10.203592144986466,2.5572273113676265
Maruti Baleno Zeta 1.2,Delhi,2018,22900,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.0,7,Maruti,BalenoZeta,0.0003056768558951965,10.03889218954233,1.9459101490553132
Audi Q5 2.0 TDI Technology,Hyderabad,2014,50000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,35.0,11,Audi,Q52.0,0.0007,10.819778284410283,3.5553480614894135
Honda Amaze S i-DTEC,Jaipur,2015,60207,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.5,10,Honda,AmazeS,9.135150397794277e-05,11.005543903606792,1.7047480922384253
BMW X5 3.0d,Coimbatore,2010,101119,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,18.46,15,BMW,X53.0d,0.00018255718509874505,11.52405332009128,2.9156062290747062
Ford Figo Petrol Titanium,Jaipur,2010,42000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.4,15,Ford,FigoPetrol,5.714285714285714e-05,10.645424897265505,0.8754687373538999
Maruti Wagon R VXI,Pune,2002,93000,Petrol,Manual,Third,18.9,998.0,67.1,5.0,1.0,23,Maruti,WagonR,1.075268817204301e-05,11.440354772135393,0.0
Hyundai i10 Era,Ahmedabad,2012,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.65,13,Hyundai,i10Era,4.4166666666666665e-05,11.002099841204238,0.9745596399981308
Skoda Rapid 1.5 TDI AT Elegance,Kochi,2015,66122,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,5.96,10,Skoda,Rapid1.5,9.013641450651825e-05,11.099256799511375,1.7850704810772584
Porsche Panamera Diesel,Kolkata,2015,25100,Diesel,Automatic,First,17.85,2967.0,300.0,4.0,75.0,10,Porsche,PanameraDiesel,0.00298804780876494,10.130623125119875,4.31748811353631
Mercedes-Benz CLA 200 Sport Edition,Kochi,2017,24733,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,27.15,8,Mercedes-Benz,CLA200,0.001097723688998504,10.115893663307597,3.3013770463799443
Audi A6 2.8 FSI,Ahmedabad,2008,41000,Petrol,Automatic,Second,10.4,2773.0,201.0,5.0,10.5,17,Audi,A62.8,0.00025609756097560977,10.621327345686446,2.3513752571634776
Maruti Ciaz ZXi Plus,Chennai,2015,30000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.7,10,Maruti,CiazZXi,0.00022333333333333333,10.308952660644293,1.9021075263969205
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,4.9,12,Ford,Ecosport1.5,0.00013611111111111113,10.491274217438248,1.589235205116581
Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,Diesel,Manual,First,16.5,1493.0,70.0,7.0,8.0,8,Mahindra,BoleromHAWK,0.00019861466272747585,10.603585520307838,2.0794415416798357
Maruti Alto K10 VXI,Kochi,2018,46805,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.63,7,Maruti,AltoK10,7.755581668625146e-05,10.753745313805846,1.2892326482767593
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,4.8,10,Maruti,SwiftDzire,7.999999999999999e-05,11.002099841204238,1.5686159179138452
Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.25,8,Tata,ZestRevotron,4.25e-05,11.512925464970229,1.4469189829363254
Maruti Swift 1.3 VXi,Kolkata,2014,32986,Petrol,Manual,First,16.1,1197.0,74.0,5.0,4.24,11,Maruti,Swift1.3,0.0001285393803431759,10.403838508008098,1.4445632692438664
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2018,51530,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,30.27,7,Ford,Endeavour3.2,0.0005874248010867456,10.84991944132227,3.410157123033627
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2013,81456,Diesel,Manual,First,15.8,2148.0,170.0,5.0,14.25,12,Mercedes-Benz,NewC-Class,0.00017494107248084854,11.307818276142116,2.6567569067146595
Hyundai i10 Sportz AT,Ahmedabad,2012,37229,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.41,13,Hyundai,i10Sportz,9.15952617583067e-05,10.524843306446932,1.2267122912954254
Honda City 1.5 S MT,Delhi,2009,73200,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.78,16,Honda,City1.5,3.797814207650273e-05,11.200950699949402,1.0224509277025455
Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,15.5,10,Skoda,OctaviaElegance,0.00021579929273522123,11.182001806479425,2.740840023925201
Tata Indica V2 eLS,Chennai,2017,129000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,3.0,8,Tata,IndicaV2,2.325581395348837e-05,11.76756768334381,1.0986122886681098
Maruti Wagon R VXi BSII,Pune,2012,82000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.3,13,Maruti,WagonR,2.8048780487804875e-05,11.314474526246391,0.8329091229351039
Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.28,8,Hyundai,Creta1.6,0.0003282335203539385,10.608044394647637,2.5862591440482876
Maruti A-Star Lxi,Hyderabad,2009,61964,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.25,16,Maruti,A-StarLxi,3.631140662320057e-05,11.034308850226253,0.8109302162163288
Maruti Wagon R LXI,Kochi,2011,15466,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.36,14,Maruti,WagonR,0.00021725074356653302,9.64639934516898,1.2119409739751128
Honda Mobilio E i VTEC,Kolkata,2014,23000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,4.25,11,Honda,MobilioE,0.00018478260869565218,10.043249494911286,1.4469189829363254
Hyundai i10 Magna,Coimbatore,2012,43766,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.3,13,Hyundai,i10Magna,9.824978293652606e-05,10.686612539214305,1.4586150226995167
Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,Petrol,Automatic,First,0.0,3597.0,262.6,5.0,6.0,15,Skoda,Superb3.6,0.00011111111111111112,10.896739325546411,1.791759469228055
Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,Diesel,Manual,First,22.54,1396.0,88.73,5.0,9.18,7,Hyundai,i201.4,0.0004956535824199557,9.826660502422802,2.217027204632399
Maruti Celerio ZXI Optional,Hyderabad,2017,26400,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.99,8,Maruti,CelerioZXI,0.00018901515151515153,10.181119289134408,1.6074359097634274
Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,Petrol,Manual,First,13.4,1798.0,157.8,5.0,3.75,14,Skoda,Laura1.8,0.00011755485893416928,10.370361288772935,1.3217558399823195
Ford Figo Diesel LXI,Chennai,2010,39000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.5,15,Ford,FigoDiesel,6.41025641025641e-05,10.571316925111784,0.9162907318741551
Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.2,9,Honda,Jazz1.5,0.00015764927415646692,10.729218802151282,1.9740810260220096
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,29.5,9,Mercedes-Benz,E-Class2015-2017,0.0007468354430379746,10.584055950889214,3.3843902633457743
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2015,54000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.55,10,Mercedes-Benz,GLAClass,0.00032500000000000004,10.896739325546411,2.865053949911875
Volvo S60 D3,Chennai,2012,20000,Diesel,Automatic,First,18.5,1985.0,163.0,5.0,12.0,13,Volvo,S60D3,0.0006,9.903487552536127,2.4849066497880004
Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,13.5,16,Audi,A8L,0.00024545454545454545,10.915088464214607,2.6026896854443837
Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,5.1,11,Hyundai,Verna1.6,0.00010625,10.778956289890028,1.62924053973028
BMW 3 Series 320d,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,10.3,14,BMW,3Series,0.00014714285714285716,11.156250521031495,2.33214389523559
Hyundai Verna 1.6 SX,Delhi,2014,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.7,11,Hyundai,Verna1.6,9.193548387096774e-05,11.03488966402723,1.7404661748405046
Maruti Wagon R VXI,Kochi,2014,41994,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.41,11,Maruti,WagonR,8.120207648711722e-05,10.645282029917595,1.2267122912954254
Ford Figo Diesel EXI,Hyderabad,2010,108882,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.4,15,Ford,FigoDiesel,2.2042210833746623e-05,11.598020006003079,0.8754687373538999
Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,Petrol,Manual,First,18.15,1198.0,82.0,6.0,5.6,8,Mahindra,KUV100,0.00022575183423365313,10.118840838375275,1.7227665977411035
Tata Indigo LS,Pune,2006,160000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0,19,Tata,IndigoLS,6.25e-06,11.982929094215963,0.0
Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,8.2,8,Mahindra,TUV300,0.00027333333333333333,10.308952660644293,2.1041341542702074
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,27.5,10,Audi,Q335,0.0005392156862745098,10.839580911706463,3.3141860046725258
Maruti Wagon R VXI 1.2,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197.0,81.8,5.0,3.5,10,Maruti,WagonR,5.3949072075960293e-05,11.08023303460758,1.252762968495368
Maruti Celerio CNG VXI MT,Kochi,2016,70536,CNG,Manual,First,31.79,998.0,58.33,5.0,4.58,9,Maruti,CelerioCNG,6.493138255642509e-05,11.163878496766863,1.5216989981260935
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.34,8,Maruti,VitaraBrezza,0.00040871180679078226,10.138520148242751,2.336019869080283
Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8.0,3.25,19,Mahindra,ScorpioDX,3.616374945754376e-05,11.406108333406802,1.1786549963416462
Hyundai Tucson CRDi,Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991.0,112.0,7.0,5.0,18,Hyundai,TucsonCRDi,4.830217842824711e-05,11.547471808722811,1.6094379124341003
Hyundai Santro Xing GLS,Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.25,17,Hyundai,SantroXing,3.295158314050555e-05,11.13140146763347,0.8109302162163288
Porsche Panamera Diesel 250hp,Kochi,2014,60033,Diesel,Automatic,First,18.18,2967.0,250.0,4.0,51.52,11,Porsche,PanameraDiesel,0.0008581946596038846,11.002649690009672,3.9419700817960983
Maruti Vitara Brezza VDi Option,Kochi,2018,51921,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.62,7,Maruti,VitaraBrezza,0.00016602145567304173,10.857478611593109,2.1540850846756014
Maruti Swift Dzire VDI,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.25,8,Maruti,SwiftDzire,0.0003937221679157163,9.82086652384779,1.9810014688665833
Honda Amaze V Petrol,Kochi,2016,40866,Petrol,Manual,First,19.5,1199.0,86.76,5.0,5.47,9,Honda,AmazeV,0.0001338521019918759,10.618053700469373,1.6992786164338898
Jaguar XF 2.2 Litre Luxury,Pune,2014,55001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,31.0,11,Jaguar,XF2.2,0.000563626115888802,10.915106645867503,3.4339872044851463
Mini Cooper Convertible S,Kochi,2017,20469,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.98,8,Mini Cooper,CooperConvertible,0.0017577800576481508,9.926666825483533,3.582963228522387
Hyundai EON Era Plus,Jaipur,2017,8500,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.42,8,Hyundai,EONEra,0.00040235294117647055,9.047821442478408,1.2296405510745139
Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,11.5,17,Audi,A63.0,0.0002555555555555556,10.714417768752456,2.4423470353692043
Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,7.25,9,Hyundai,i20Active,0.0012083333333333334,8.699514748210191,1.9810014688665833
Maruti Swift AMT DDiS VDI,Chennai,2018,11000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.0,7,Maruti,SwiftAMT,0.0007272727272727272,9.305650551780507,2.0794415416798357
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2015,80064,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.33,10,Ford,Ecosport1.5,9.15517585931255e-05,11.290581593826584,1.9919755158985601
Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.35,9,Maruti,WagonR,0.00011192783160708319,10.306616600846745,1.208960345836975
Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.4,12,Volkswagen,Vento1.5,8.960390998879951e-05,10.801716141591875,1.4816045409242156
Toyota Etios VX,Kolkata,2012,55000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,2.99,13,Toyota,EtiosVX,5.436363636363637e-05,10.915088464214607,1.095273387402595
